"cod","ies","uf","categoria","cpc_metrico","cpc","regiao"
81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","SC","Privada sem fins lucrativos",2.635277816,"CPC 3","Sul"
81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","SC","Privada sem fins lucrativos",2.448674823,"CPC 3","Sul"
81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","SC","Privada sem fins lucrativos",2.634083021,"CPC 3","Sul"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",3.017892665,"CPC 4","Sul"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",3.104641147,"CPC 4","Sul"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.999617906,"CPC 4","Sul"
3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","SC","Privada sem fins lucrativos",2.998560936,"CPC 4","Sul"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",2.709599663,"CPC 3","Sul"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",2.904671235,"CPC 3","Sul"
13,"UNIVERSIDADE DE CAXIAS DO SUL","RS","Privada sem fins lucrativos",2.752161253,"CPC 3","Sul"
403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","DF","Privada sem fins lucrativos",4.409373554,"CPC 5","Centro-Oeste"
403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","DF","Privada sem fins lucrativos",3.410352683,"CPC 4","Centro-Oeste"
403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","DF","Privada sem fins lucrativos",3.556998141,"CPC 4","Centro-Oeste"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.856797488,"CPC 3","Sul"
598,"UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI","MG","Pública Federal",3.616789812,"CPC 4","Sudeste"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",2.852309406,"CPC 3","Nordeste"
4,"UNIVERSIDADE FEDERAL DO AMAZONAS","AM","Pública Federal",3.094206953,"CPC 4","Norte"
5,"UNIVERSIDADE FEDERAL DO PIAUÍ","PI","Pública Federal",2.648370468,"CPC 3","Nordeste"
694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","MS","Pública Federal",2.911415746,"CPC 3","Centro-Oeste"
694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","MS","Pública Federal",2.844396002,"CPC 3","Centro-Oeste"
582,"UNIVERSIDADE FEDERAL DE SANTA MARIA","RS","Pública Federal",3.675018668,"CPC 4","Sul"
570,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","RN","Pública Federal",3.040450781,"CPC 4","Nordeste"
605,"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL","SP","Pública Municipal",2.36171969,"CPC 3","Sudeste"
71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","RN","Pública Estadual",2.12767383,"CPC 3","Nordeste"
71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","RN","Pública Estadual",2.297192226,"CPC 3","Nordeste"
71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","RN","Pública Estadual",2.583912669,"CPC 3","Nordeste"
3849,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS","TO","Pública Federal",3.147467684,"CPC 4","Norte"
3849,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS","TO","Pública Federal",2.50579438,"CPC 3","Norte"
319,"UNIVERSIDADE BRASIL","SP","Privada sem fins lucrativos",2.827944629,"CPC 3","Sudeste"
952,"UNIVERSIDADE SANTA CECÍLIA","SP","Privada sem fins lucrativos",3.532558007,"CPC 4","Sudeste"
952,"UNIVERSIDADE SANTA CECÍLIA","SP","Privada sem fins lucrativos",2.846032874,"CPC 3","Sudeste"
203,"UNIVERSIDADE SÃO JUDAS TADEU","SP","Privada com fins lucrativos",2.974196262,"CPC 4","Sudeste"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.698435532,"CPC 3","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.875542988,"CPC 3","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",1.924419684,"CPC 2","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",NA,"Sem Conceito","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.042006366,"CPC 3","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.785693354,"CPC 3","Sul"
296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA","RS","Privada sem fins lucrativos",2.487378099,"CPC 3","Sul"
296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA","RS","Privada sem fins lucrativos",2.810578272,"CPC 3","Sul"
295,"UNIVERSIDADE DE SANTA CRUZ DO SUL","RS","Privada sem fins lucrativos",1.723489531,"CPC 2","Sul"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",3.18344537,"CPC 4","Nordeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.051993007,"CPC 3","Nordeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.928060496,"CPC 3","Nordeste"
338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","MG","Privada sem fins lucrativos",3.322891846,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.45731222,"CPC 3","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",2.800631236,"CPC 3","Sudeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",3.07435383,"CPC 4","Nordeste"
688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA","BA","Pública Estadual",2.436676956,"CPC 3","Nordeste"
437,"UNIVERSIDADE PARANAENSE","PR","Privada sem fins lucrativos",3.13452574,"CPC 4","Sul"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.940479827,"CPC 2","Sudeste"
1128,"UNIVERSIDADE DE ITAÚNA","MG","Privada sem fins lucrativos",2.972446932,"CPC 4","Sudeste"
669,"UNIVERSIDADE NILTON LINS","AM","Privada sem fins lucrativos",2.281772476,"CPC 3","Norte"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.150896964,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.728305292,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.910869183,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.496490612,"CPC 3","Sudeste"
730,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA","PR","Pública Estadual",3.101904696,"CPC 4","Sul"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.281144261,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.120025644,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.665420372,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.934762774,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.870069259,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.938493833,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.499543489,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.930689951,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.964591678,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.384474742,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.844738817,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.172066601,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.438565912,"CPC 4","Sudeste"
570,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","RN","Pública Federal",2.703545402,"CPC 3","Nordeste"
8,"UNIVERSIDADE FEDERAL DE VIÇOSA","MG","Pública Federal",2.5230846,"CPC 3","Sudeste"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",3.220810796,"CPC 4","Centro-Oeste"
666,"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA","BA","Pública Estadual",2.502604111,"CPC 3","Nordeste"
671,"UNIVERSIDADE ANHANGUERA","MS","Privada com fins lucrativos",2.023680594,"CPC 3","Centro-Oeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",3.824503361,"CPC 4","Nordeste"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",2.82057588,"CPC 3","Sul"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",2.324923844,"CPC 3","Sul"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",2.481854423,"CPC 3","Sul"
140,"UNIVERSIDADE DE VASSOURAS","RJ","Privada sem fins lucrativos",3.126374133,"CPC 4","Sudeste"
330,"UNIVERSIDADE IGUAÇU","RJ","Privada sem fins lucrativos",3.393797397,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.108350958,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.616365763,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.080032811,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.886031891,"CPC 3","Sudeste"
10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","PR","Privada sem fins lucrativos",3.065539355,"CPC 4","Sul"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",2.275990816,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.617318033,"CPC 3","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",2.218197878,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.74715138,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.738588171,"CPC 3","Sudeste"
1126,"UNIVERSIDADE ESTADUAL DO CENTRO OESTE","PR","Pública Estadual",3.117058083,"CPC 4","Sul"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",2.957745105,"CPC 4","Sudeste"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",3.266530231,"CPC 4","Sudeste"
76,"UNIVERSIDADE REGIONAL DE BLUMENAU","SC","Pública Municipal",3.585128959,"CPC 4","Sul"
494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.561552153,"CPC 3","Sul"
54,"UNIVERSIDADE ESTADUAL DE CAMPINAS","SP","Pública Estadual",2.933575754,"CPC 3","Sudeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",3.145484496,"CPC 4","Nordeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",2.430246593,"CPC 3","Nordeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",2.687807384,"CPC 3","Nordeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.917809214,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.69325585,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.996503215,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.81540515,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.010008742,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.644786739,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.656525033,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.67607657,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.139304111,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.213827255,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.492935759,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.219801613,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.603948959,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.497353171,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.492583885,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.468989306,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.689823094,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.680084288,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.432825203,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.695671775,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.95247585,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.494147899,"CPC 3","Sudeste"
579,"UNIVERSIDADE FEDERAL DA PARAÍBA","PB","Pública Federal",3.168556593,"CPC 4","Nordeste"
23,"UNIVERSIDADE FEEVALE","RS","Privada sem fins lucrativos",2.813554556,"CPC 3","Sul"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.049996093,"CPC 4","Sudeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",3.547444731,"CPC 4","Nordeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",3.811290357,"CPC 4","Nordeste"
573,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO","ES","Pública Federal",2.695556373,"CPC 3","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",2.684803651,"CPC 3","Sudeste"
437,"UNIVERSIDADE PARANAENSE","PR","Privada sem fins lucrativos",2.587965246,"CPC 3","Sul"
423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES","RS","Privada sem fins lucrativos",2.581852375,"CPC 3","Sul"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",2.899506202,"CPC 3","Nordeste"
1041,"UNIVERSIDADE DO VALE DO TAQUARI","RS","Privada sem fins lucrativos",3.155316963,"CPC 4","Sul"
295,"UNIVERSIDADE DE SANTA CRUZ DO SUL","RS","Privada sem fins lucrativos",3.53156059,"CPC 4","Sul"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",2.843283209,"CPC 3","Sul"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",2.916136483,"CPC 3","Sul"
688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA","BA","Pública Estadual",2.968296363,"CPC 4","Nordeste"
688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA","BA","Pública Estadual",1.731945343,"CPC 2","Nordeste"
426,"UNIVERSIDADE FRANCISCANA","RS","Privada sem fins lucrativos",2.561854504,"CPC 3","Sul"
426,"UNIVERSIDADE FRANCISCANA","RS","Privada sem fins lucrativos",2.986250266,"CPC 4","Sul"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",2.267924968,"CPC 3","Sul"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",2.701759403,"CPC 3","Sul"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",0.900569024,"CPC 1","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",2.686945148,"CPC 3","Sul"
669,"UNIVERSIDADE NILTON LINS","AM","Privada sem fins lucrativos",2.843958538,"CPC 3","Norte"
669,"UNIVERSIDADE NILTON LINS","AM","Privada sem fins lucrativos",2.74107784,"CPC 3","Norte"
664,"UNIVERSIDADE VILA VELHA","ES","Privada sem fins lucrativos",3.052106522,"CPC 4","Sudeste"
40,"UNIVERSIDADE DO ESTADO DA BAHIA","BA","Pública Estadual",2.902918331,"CPC 3","Nordeste"
527,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS","GO","Privada sem fins lucrativos",2.391343735,"CPC 3","Centro-Oeste"
527,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS","GO","Privada sem fins lucrativos",2.69449965,"CPC 3","Centro-Oeste"
3,"UNIVERSIDADE FEDERAL DE SERGIPE","SE","Pública Federal",3.146508143,"CPC 4","Nordeste"
3,"UNIVERSIDADE FEDERAL DE SERGIPE","SE","Pública Federal",2.691841437,"CPC 3","Nordeste"
338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","MG","Privada sem fins lucrativos",3.064070583,"CPC 4","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.026347666,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.79642171,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.612207812,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.585516093,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.161386851,"CPC 3","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",1.686347701,"CPC 2","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",1.892964011,"CPC 2","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",1.295331074,"CPC 2","Sudeste"
12,"UNIVERSIDADE FEDERAL DO RIO GRANDE","RS","Pública Federal",3.053997003,"CPC 4","Sul"
81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","SC","Privada sem fins lucrativos",1.913254127,"CPC 2","Sul"
15032,"UNIVERSIDADE ALTO VALE DO RIO DO PEIXE","SC","Privada sem fins lucrativos",3.577753864,"CPC 4","Sul"
441,"UNIVERSIDADE DO CONTESTADO","SC","Privada sem fins lucrativos",2.735334164,"CPC 3","Sul"
441,"UNIVERSIDADE DO CONTESTADO","SC","Privada sem fins lucrativos",2.863902276,"CPC 3","Sul"
441,"UNIVERSIDADE DO CONTESTADO","SC","Privada sem fins lucrativos",2.577576813,"CPC 3","Sul"
441,"UNIVERSIDADE DO CONTESTADO","SC","Privada sem fins lucrativos",2.120960524,"CPC 3","Sul"
15032,"UNIVERSIDADE ALTO VALE DO RIO DO PEIXE","SC","Privada sem fins lucrativos",3.82894825,"CPC 4","Sul"
441,"UNIVERSIDADE DO CONTESTADO","SC","Privada sem fins lucrativos",2.328849943,"CPC 3","Sul"
1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","SC","Privada sem fins lucrativos",2.503795549,"CPC 3","Sul"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","GO","Privada sem fins lucrativos",2.193393493,"CPC 3","Centro-Oeste"
4504,"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS","MS","Pública Federal",3.053271866,"CPC 4","Centro-Oeste"
4504,"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS","MS","Pública Federal",2.567993288,"CPC 3","Centro-Oeste"
694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","MS","Pública Federal",2.393518304,"CPC 3","Centro-Oeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.420902242,"CPC 3","Sudeste"
641,"UNIVERSIDADE LA SALLE","RS","Privada sem fins lucrativos",3.228560955,"CPC 4","Sul"
1042,"UNIVERSIDADE POSITIVO","PR","Privada com fins lucrativos",3.105407392,"CPC 4","Sul"
8,"UNIVERSIDADE FEDERAL DE VIÇOSA","MG","Pública Federal",3.449400373,"CPC 4","Sudeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.328810787,"CPC 4","Sudeste"
426,"UNIVERSIDADE FRANCISCANA","RS","Privada sem fins lucrativos",2.747743421,"CPC 3","Sul"
10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","PR","Privada sem fins lucrativos",3.491857896,"CPC 4","Sul"
10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","PR","Privada sem fins lucrativos",3.669206085,"CPC 4","Sul"
338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","MG","Privada sem fins lucrativos",2.225781742,"CPC 3","Sudeste"
57,"UNIVERSIDADE ESTADUAL DE MARINGÁ","PR","Pública Estadual",3.460852596,"CPC 4","Sul"
546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO","SP","Privada sem fins lucrativos",NA,"Sem Conceito","Sudeste"
319,"UNIVERSIDADE BRASIL","SP","Privada sem fins lucrativos",2.761605313,"CPC 3","Sudeste"
319,"UNIVERSIDADE BRASIL","SP","Privada sem fins lucrativos",2.685347013,"CPC 3","Sudeste"
295,"UNIVERSIDADE DE SANTA CRUZ DO SUL","RS","Privada sem fins lucrativos",3.076528471,"CPC 4","Sul"
24,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ","BA","Pública Estadual",2.451063159,"CPC 3","Nordeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.240788945,"CPC 4","Sudeste"
47,"UNIVERSIDADE ESTADUAL DE GOIÁS","GO","Pública Estadual",2.865452422,"CPC 3","Centro-Oeste"
47,"UNIVERSIDADE ESTADUAL DE GOIÁS","GO","Pública Estadual",1.71943332,"CPC 2","Centro-Oeste"
47,"UNIVERSIDADE ESTADUAL DE GOIÁS","GO","Pública Estadual",2.369608021,"CPC 3","Centro-Oeste"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",2.483036543,"CPC 3","Sul"
47,"UNIVERSIDADE ESTADUAL DE GOIÁS","GO","Pública Estadual",1.754995756,"CPC 2","Centro-Oeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.569444842,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.888647542,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.225379632,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.726172042,"CPC 3","Sudeste"
338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","MG","Privada sem fins lucrativos",2.978044601,"CPC 4","Sudeste"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.943911178,"CPC 3","Sul"
5,"UNIVERSIDADE FEDERAL DO PIAUÍ","PI","Pública Federal",2.83723548,"CPC 3","Nordeste"
56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO","SP","Pública Estadual",2.843269396,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.588450481,"CPC 3","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",2.948730441,"CPC 4","Sudeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.58899222,"CPC 3","Sudeste"
355,"UNIVERSIDADE TUIUTI DO PARANÁ","PR","Privada com fins lucrativos",3.476753716,"CPC 4","Sul"
528,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO","RJ","Privada sem fins lucrativos",2.742170452,"CPC 3","Sudeste"
546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.880981008,"CPC 3","Sudeste"
547,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO","RJ","Pública Estadual",2.902160407,"CPC 3","Sudeste"
548,"UNIVERSIDADE FEDERAL DO MARANHÃO","MA","Pública Federal",3.206300317,"CPC 4","Nordeste"
574,"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO","RJ","Pública Federal",3.238209263,"CPC 4","Sudeste"
576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","MG","Pública Federal",3.29721363,"CPC 4","Sudeste"
789,"UNIVERSIDADE FEDERAL DE RORAIMA","RR","Pública Federal",3.209016913,"CPC 4","Norte"
496,"UNIVERSIDADE DE FRANCA","SP","Privada com fins lucrativos",1.631969098,"CPC 2","Sudeste"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",2.523507941,"CPC 3","Nordeste"
2,"UNIVERSIDADE DE BRASÍLIA","DF","Pública Federal",3.808261967,"CPC 4","Centro-Oeste"
14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS","RS","Privada sem fins lucrativos",3.127728368,"CPC 4","Sul"
21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL","RS","Privada sem fins lucrativos",2.921300554,"CPC 3","Sul"
23,"UNIVERSIDADE FEEVALE","RS","Privada sem fins lucrativos",3.104291429,"CPC 4","Sul"
76,"UNIVERSIDADE REGIONAL DE BLUMENAU","SC","Pública Municipal",2.581364783,"CPC 3","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.765884354,"CPC 3","Sudeste"
