"cod","ies","uf","categoria","cpc_metrico","cpc","regiao"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.807760574,"CPC 3","Nordeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",2.375726708,"CPC 3","Nordeste"
756,"UNIVERSIDADE ESTADUAL DO PIAUÍ","PI","Pública Estadual",3.518867845,"CPC 4","Nordeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.702984926,"CPC 3","Nordeste"
56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO","SP","Pública Estadual",3.041080152,"CPC 4","Sudeste"
780,"UNIVERSIDADE DE CUIABÁ","MT","Privada com fins lucrativos",3.051719694,"CPC 4","Centro-Oeste"
107,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI","MG","Pública Federal",3.157152855,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.180139241,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.345525168,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.117100403,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.374864682,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.080634383,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.669022584,"CPC 4","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",2.812074637,"CPC 3","Sudeste"
316,"UNIVERSIDADE NOVE DE JULHO","SP","Privada sem fins lucrativos",3.16058187,"CPC 4","Sudeste"
1153,"UNIVERSIDADE CÂNDIDO MENDES","RJ","Privada sem fins lucrativos",0.823137592,"CPC 1","Sudeste"
494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.017129702,"CPC 3","Sul"
71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","RN","Pública Estadual",2.881673179,"CPC 3","Nordeste"
494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.7264963,"CPC 3","Sul"
521,"UNIVERSIDADE DE MOGI DAS CRUZES","SP","Privada com fins lucrativos",3.048408725,"CPC 4","Sudeste"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",2.418461087,"CPC 3","Sul"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",3.193979147,"CPC 4","Sul"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.091561698,"CPC 3","Sul"
437,"UNIVERSIDADE PARANAENSE","PR","Privada sem fins lucrativos",3.154892423,"CPC 4","Sul"
27,"UNIVERSIDADE VALE DO RIO VERDE","MG","Privada sem fins lucrativos",3.507262937,"CPC 4","Sudeste"
423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES","RS","Privada sem fins lucrativos",2.027222687,"CPC 3","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.622394195,"CPC 3","Sudeste"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.225578788,"CPC 3","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.370818117,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.36580562,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.894055272,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",0.947463875,"CPC 2","Sudeste"
143,"UNIVERSIDADE DE UBERABA","MG","Privada sem fins lucrativos",NA,"Sem Conceito","Sudeste"
298,"UNIVERSIDADE PITÁGORAS UNOPAR","PR","Privada com fins lucrativos",2.682501148,"CPC 3","Sul"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",3.207222289,"CPC 4","Sul"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",1.678403418,"CPC 2","Sul"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",3.276127485,"CPC 4","Sul"
56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO","SP","Pública Estadual",3.440680922,"CPC 4","Sudeste"
3984,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO","PE","Pública Federal",3.36041925,"CPC 4","Nordeste"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",3.147861519,"CPC 4","Nordeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",2.931212397,"CPC 3","Sudeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",3.40040975,"CPC 4","Sudeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",2.543472188,"CPC 3","Sudeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",3.223325551,"CPC 4","Sudeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",2.448177107,"CPC 3","Sudeste"
375,"UNIVERSIDADE SANTO AMARO","SP","Privada sem fins lucrativos",3.531856947,"CPC 4","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",3.632727999,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.434872922,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.273384459,"CPC 3","Sudeste"
319,"UNIVERSIDADE BRASIL","SP","Privada sem fins lucrativos",2.235211907,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.47751252,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.997249672,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.259769325,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.779655823,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.979985384,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.836020005,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.895235491,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.937044099,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.179714477,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.307880721,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.232253661,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.100343957,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.571998904,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.807168817,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.626248,"CPC 2","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.846930374,"CPC 3","Nordeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.631419317,"CPC 3","Sudeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",2.567205069,"CPC 3","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.105547411,"CPC 4","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.407595833,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.457453968,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.125751564,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.508589027,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.344003769,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","DF","Privada com fins lucrativos",2.303949301,"CPC 3","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.016750339,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.042325318,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.44847489,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.408984354,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.166297011,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.409530185,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.103004508,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.638428856,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.736612423,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.516380899,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.323850459,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.422185971,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.385459814,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.796217916,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.495651161,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","DF","Privada com fins lucrativos",1.920210577,"CPC 2","Centro-Oeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.301080331,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.266994007,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.793046977,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.526765588,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.468046241,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.585389632,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.055605687,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",3.249505563,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.43951427,"CPC 3","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",1.513698166,"CPC 2","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.497840436,"CPC 3","Sudeste"
1128,"UNIVERSIDADE DE ITAÚNA","MG","Privada sem fins lucrativos",2.530860561,"CPC 3","Sudeste"
2564,"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE","PB","Pública Federal",1.904738888,"CPC 2","Nordeste"
330,"UNIVERSIDADE IGUAÇU","RJ","Privada sem fins lucrativos",2.458789143,"CPC 3","Sudeste"
208,"UNIVERSIDADE DE RIBEIRÃO PRETO","SP","Privada sem fins lucrativos",2.991328975,"CPC 4","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.450650775,"CPC 3","Sudeste"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",2.914458307,"CPC 3","Nordeste"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",3.828017878,"CPC 4","Sul"
330,"UNIVERSIDADE IGUAÇU","RJ","Privada sem fins lucrativos",2.774245713,"CPC 3","Sudeste"
330,"UNIVERSIDADE IGUAÇU","RJ","Privada sem fins lucrativos",2.929311834,"CPC 3","Sudeste"
580,"UNIVERSIDADE FEDERAL DE PERNAMBUCO","PE","Pública Federal",2.89602549,"CPC 3","Nordeste"
482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","SC","Privada sem fins lucrativos",2.316437087,"CPC 3","Sul"
3,"UNIVERSIDADE FEDERAL DE SERGIPE","SE","Pública Federal",3.183701227,"CPC 4","Nordeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.151527289,"CPC 4","Sudeste"
330,"UNIVERSIDADE IGUAÇU","RJ","Privada sem fins lucrativos",2.828253237,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.752132411,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.503999413,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.464230961,"CPC 3","Sudeste"
10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","PR","Privada sem fins lucrativos",3.354742765,"CPC 4","Sul"
82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","SC","Privada sem fins lucrativos",2.635379704,"CPC 3","Sul"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",3.376582729,"CPC 4","Centro-Oeste"
221,"UNIVERSIDADE CRUZEIRO DO SUL","SP","Privada com fins lucrativos",3.402920112,"CPC 4","Sudeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.14427993,"CPC 3","Sudeste"
56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO","SP","Pública Estadual",3.257531752,"CPC 4","Sudeste"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","MG","Privada sem fins lucrativos",3.112241323,"CPC 4","Sudeste"
221,"UNIVERSIDADE CRUZEIRO DO SUL","SP","Privada com fins lucrativos",3.030700731,"CPC 4","Sudeste"
585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","SC","Pública Federal",3.266323053,"CPC 4","Sul"
823,"UNIVERSIDADE DO CEUMA - UNICEUMA","MA","Privada sem fins lucrativos",3.065644013,"CPC 4","Nordeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.587157639,"CPC 3","Sudeste"
605,"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL","SP","Pública Municipal",1.403963521,"CPC 2","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.308640241,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",1.618663363,"CPC 2","Sudeste"
572,"UNIVERSIDADE FEDERAL FLUMINENSE","RJ","Pública Federal",2.935817451,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.430434029,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.462434464,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",1.799264872,"CPC 2","Sudeste"
437,"UNIVERSIDADE PARANAENSE","PR","Privada sem fins lucrativos",2.759302815,"CPC 3","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.566070729,"CPC 3","Sudeste"
521,"UNIVERSIDADE DE MOGI DAS CRUZES","SP","Privada com fins lucrativos",2.552280616,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.069717534,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.278231997,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.347570143,"CPC 3","Sudeste"
449,"UNIVERSIDADE LUTERANA DO BRASIL","RS","Privada com fins lucrativos",2.399066089,"CPC 3","Sul"
582,"UNIVERSIDADE FEDERAL DE SANTA MARIA","RS","Pública Federal",3.656017358,"CPC 4","Sul"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.792596066,"CPC 3","Sudeste"
1,"UNIVERSIDADE FEDERAL DE MATO GROSSO","MT","Pública Federal",3.028171573,"CPC 4","Centro-Oeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.430472144,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.482124535,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.337355471,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
718,"UNIVERSIDADE POTIGUAR","RN","Privada com fins lucrativos",2.886632851,"CPC 3","Nordeste"
56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO","SP","Pública Estadual",3.362804236,"CPC 4","Sudeste"
417,"UNIVERSIDADE CIDADE DE SÃO PAULO","SP","Privada com fins lucrativos",2.856246903,"CPC 3","Sudeste"
3984,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO","PE","Pública Federal",3.610813567,"CPC 4","Nordeste"
20,"UNIVERSIDADE DE PASSO FUNDO","RS","Privada sem fins lucrativos",2.224958493,"CPC 3","Sul"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",3.145511835,"CPC 4","Nordeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",1.709735936,"CPC 2","Sudeste"
338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","MG","Privada sem fins lucrativos",1.278228854,"CPC 2","Sudeste"
11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO","PE","Privada sem fins lucrativos",2.609719756,"CPC 3","Nordeste"
11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO","PE","Privada sem fins lucrativos",2.627753045,"CPC 3","Nordeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",2.69639569,"CPC 3","Sudeste"
671,"UNIVERSIDADE ANHANGUERA","MS","Privada com fins lucrativos",2.268531831,"CPC 3","Centro-Oeste"
398,"UNIVERSIDADE TIRADENTES","SE","Privada com fins lucrativos",2.524711272,"CPC 3","Nordeste"
322,"UNIVERSIDADE PAULISTA","SP","Privada com fins lucrativos",2.04720023,"CPC 3","Sudeste"
403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","DF","Privada sem fins lucrativos",4.424231642,"CPC 5","Centro-Oeste"
403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA","DF","Privada sem fins lucrativos",3.594087639,"CPC 4","Centro-Oeste"
521,"UNIVERSIDADE DE MOGI DAS CRUZES","SP","Privada com fins lucrativos",2.743600492,"CPC 3","Sudeste"
143,"UNIVERSIDADE DE UBERABA","MG","Privada sem fins lucrativos",2.443023208,"CPC 3","Sudeste"
27,"UNIVERSIDADE VALE DO RIO VERDE","MG","Privada sem fins lucrativos",2.987401179,"CPC 4","Sudeste"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",3.309480745,"CPC 4","Sudeste"
417,"UNIVERSIDADE CIDADE DE SÃO PAULO","SP","Privada com fins lucrativos",2.945731564,"CPC 4","Sudeste"
417,"UNIVERSIDADE CIDADE DE SÃO PAULO","SP","Privada com fins lucrativos",2.109415524,"CPC 3","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",NA,"Sem Conceito","Sudeste"
165,"UNIVERSIDADE VEIGA DE ALMEIDA","RJ","Privada com fins lucrativos",3.679750823,"CPC 4","Sudeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",2.121959696,"CPC 3","Sudeste"
150,"UNIVERSIDADE DE SOROCABA","SP","Privada sem fins lucrativos",1.655499645,"CPC 2","Sudeste"
458,"UNIVERSIDADE IBIRAPUERA","SP","Privada sem fins lucrativos",2.847023672,"CPC 3","Sudeste"
458,"UNIVERSIDADE IBIRAPUERA","SP","Privada sem fins lucrativos",2.747779767,"CPC 3","Sudeste"
458,"UNIVERSIDADE IBIRAPUERA","SP","Privada sem fins lucrativos",2.266041024,"CPC 3","Sudeste"
458,"UNIVERSIDADE IBIRAPUERA","SP","Privada sem fins lucrativos",2.443658157,"CPC 3","Sudeste"
143,"UNIVERSIDADE DE UBERABA","MG","Privada sem fins lucrativos",2.342663732,"CPC 3","Sudeste"
143,"UNIVERSIDADE DE UBERABA","MG","Privada sem fins lucrativos",2.460112046,"CPC 3","Sudeste"
952,"UNIVERSIDADE SANTA CECÍLIA","SP","Privada sem fins lucrativos",4.36547046,"CPC 5","Sudeste"
21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL","RS","Privada sem fins lucrativos",2.891287491,"CPC 3","Sul"
21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL","RS","Privada sem fins lucrativos",2.954036368,"CPC 4","Sul"
481,"Universidade Universus Veritas Guarulhos","SP","Privada com fins lucrativos",2.236961975,"CPC 3","Sudeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.44946605,"CPC 3","Sudeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.211132741,"CPC 3","Sudeste"
167,"UNIVERSIDADE METODISTA DE SÃO PAULO","SP","Privada sem fins lucrativos",2.595607763,"CPC 3","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",1.713771251,"CPC 2","Sudeste"
1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","MG","Pública Estadual",2.428889184,"CPC 3","Sudeste"
671,"UNIVERSIDADE ANHANGUERA","MS","Privada com fins lucrativos",2.071493279,"CPC 3","Centro-Oeste"
387,"UNIVERSIDADE CATÓLICA DOM BOSCO","MS","Privada sem fins lucrativos",2.765684151,"CPC 3","Centro-Oeste"
208,"UNIVERSIDADE DE RIBEIRÃO PRETO","SP","Privada sem fins lucrativos",2.863323357,"CPC 3","Sudeste"
385,"UNIVERSIDADE SALVADOR","BA","Privada com fins lucrativos",2.73496221,"CPC 3","Nordeste"
137,"UNIVERSIDADE DO SAGRADO CORAÇÃO","SP","Privada sem fins lucrativos",3.491225158,"CPC 4","Sudeste"
208,"UNIVERSIDADE DE RIBEIRÃO PRETO","SP","Privada sem fins lucrativos",3.623194619,"CPC 4","Sudeste"
208,"UNIVERSIDADE DE RIBEIRÃO PRETO","SP","Privada sem fins lucrativos",2.915513956,"CPC 3","Sudeste"
546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO","SP","Privada sem fins lucrativos",3.466270726,"CPC 4","Sudeste"
83,"UNIVERSIDADE DO VALE DO ITAJAÍ","SC","Privada sem fins lucrativos",2.994838823,"CPC 4","Sul"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",3.197653553,"CPC 4","Centro-Oeste"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",3.108558806,"CPC 4","Centro-Oeste"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","BA","Privada sem fins lucrativos",NA,"Sem Conceito","Nordeste"
663,"UNIVERSIDADE SALGADO DE OLIVEIRA","BA","Privada sem fins lucrativos",2.793011719,"CPC 3","Nordeste"
584,"UNIVERSIDADE FEDERAL DE GOIÁS","GO","Pública Federal",3.286117614,"CPC 4","Centro-Oeste"
10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","PR","Privada sem fins lucrativos",3.203778497,"CPC 4","Sul"
572,"UNIVERSIDADE FEDERAL FLUMINENSE","RJ","Pública Federal",3.45128374,"CPC 4","Sudeste"
1128,"UNIVERSIDADE DE ITAÚNA","MG","Privada sem fins lucrativos",2.952684066,"CPC 4","Sudeste"
481,"Universidade Universus Veritas Guarulhos","SP","Privada com fins lucrativos",2.56253674,"CPC 3","Sudeste"
472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY","RJ","Privada com fins lucrativos",3.223675196,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.142074515,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.985393581,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.035760728,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.602005904,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.693330859,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.450129588,"CPC 3","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.978757318,"CPC 4","Sudeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",3.226037497,"CPC 4","Sudeste"
589,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO","RN","Pública Federal",3.242659563,"CPC 4","Nordeste"
163,"UNIVERSIDADE ESTÁCIO DE SÁ","RJ","Privada com fins lucrativos",2.535390087,"CPC 3","Sudeste"
